age,job,marital,education,default,balance,housing,loan,y
36_46,unemployed,divorced,primary,no,175_979,no,no,no
0_35,technician,married,tertiary,no,175_979,yes,yes,no
36_46,blue-collar,married,primary,no,980_max,yes,no,yes
0_35,management,married,tertiary,no,175_979,yes,no,no
47_max,retired,married,secondary,no,980_max,no,no,no
47_max,services,married,secondary,no,min_174,no,no,no
47_max,entrepreneur,married,secondary,no,175_979,no,no,no
36_46,admin.,divorced,secondary,no,175_979,yes,no,no
47_max,blue-collar,married,primary,no,175_979,no,no,no
36_46,services,married,secondary,no,min_174,yes,no,no
47_max,retired,married,primary,no,980_max,no,no,no
0_35,admin.,married,secondary,no,980_max,yes,no,no
47_max,unemployed,divorced,secondary,no,min_174,no,no,no
36_46,services,married,primary,no,980_max,yes,no,no
36_46,management,married,tertiary,no,980_max,yes,no,no
0_35,services,single,secondary,no,175_979,yes,no,no
47_max,management,married,primary,no,min_174,yes,no,no
0_35,admin.,single,secondary,no,175_979,yes,no,no
47_max,technician,divorced,secondary,no,980_max,yes,no,no
0_35,blue-collar,married,secondary,no,min_174,no,no,no
47_max,blue-collar,married,primary,no,980_max,no,no,no
36_46,management,married,tertiary,no,980_max,no,no,no
0_35,management,single,secondary,no,min_174,no,no,no
36_46,technician,married,tertiary,no,min_174,no,no,no
36_46,admin.,married,secondary,no,175_979,yes,yes,no
47_max,admin.,single,secondary,no,980_max,no,no,yes
0_35,technician,single,unknown,no,min_174,no,no,no
0_35,services,married,secondary,no,min_174,yes,no,no
47_max,blue-collar,married,secondary,no,min_174,yes,no,no
47_max,admin.,married,secondary,no,980_max,no,no,no
36_46,blue-collar,married,primary,no,min_174,yes,no,no
47_max,self-employed,married,secondary,yes,min_174,no,no,no
47_max,management,married,tertiary,no,min_174,no,no,no
36_46,management,single,tertiary,no,980_max,no,no,no
0_35,student,single,secondary,no,175_979,yes,no,no
47_max,blue-collar,married,primary,no,175_979,no,no,no
0_35,technician,married,secondary,no,min_174,yes,no,no
47_max,retired,married,secondary,no,980_max,no,no,no
36_46,self-employed,married,tertiary,no,980_max,yes,no,no
36_46,technician,single,secondary,no,980_max,no,no,no
36_46,admin.,married,secondary,no,980_max,yes,no,no
47_max,blue-collar,married,primary,no,980_max,no,no,no
36_46,management,single,tertiary,no,980_max,no,no,yes
36_46,blue-collar,married,secondary,yes,175_979,no,yes,yes
47_max,technician,divorced,secondary,no,980_max,yes,no,no
0_35,technician,married,secondary,no,980_max,yes,no,no
0_35,student,single,secondary,no,980_max,no,no,no
36_46,services,married,secondary,no,min_174,yes,no,no
47_max,technician,married,secondary,no,980_max,yes,no,no
36_46,blue-collar,married,secondary,no,min_174,yes,no,no
36_46,technician,married,secondary,no,min_174,yes,yes,no
0_35,self-employed,single,tertiary,no,175_979,no,no,no
36_46,management,divorced,tertiary,no,980_max,yes,no,no
47_max,unemployed,married,primary,no,min_174,no,no,no
0_35,student,single,secondary,no,175_979,no,no,no
47_max,entrepreneur,married,unknown,no,175_979,yes,no,no
47_max,self-employed,married,secondary,no,980_max,no,no,no
47_max,management,married,tertiary,no,980_max,yes,no,no
47_max,retired,married,secondary,no,min_174,no,no,no
36_46,services,divorced,secondary,no,min_174,yes,no,no
47_max,retired,married,unknown,no,175_979,no,no,no
36_46,services,married,secondary,no,min_174,yes,yes,no
36_46,management,married,tertiary,no,min_174,yes,no,no
47_max,blue-collar,married,secondary,no,min_174,no,no,no
0_35,technician,single,tertiary,no,175_979,no,yes,no
0_35,management,married,tertiary,no,175_979,yes,yes,no
0_35,technician,single,secondary,no,175_979,no,no,yes
0_35,admin.,married,secondary,no,175_979,yes,yes,no
0_35,management,single,tertiary,no,min_174,no,no,no
47_max,technician,married,secondary,no,175_979,yes,no,no
36_46,management,divorced,tertiary,no,min_174,yes,no,no
0_35,self-employed,single,secondary,no,175_979,yes,no,no
36_46,self-employed,married,tertiary,no,min_174,yes,yes,no
36_46,blue-collar,married,secondary,no,min_174,yes,no,no
36_46,blue-collar,married,secondary,no,min_174,no,yes,no
36_46,self-employed,married,tertiary,no,175_979,no,no,no
36_46,technician,married,secondary,no,980_max,no,yes,no
36_46,services,married,secondary,no,min_174,yes,yes,no
0_35,technician,married,secondary,no,175_979,no,no,no
36_46,unemployed,single,tertiary,yes,min_174,yes,no,no
0_35,entrepreneur,married,unknown,no,980_max,no,no,no
47_max,housemaid,married,primary,no,175_979,yes,no,no
36_46,housemaid,married,primary,no,175_979,no,no,no
47_max,retired,divorced,unknown,no,min_174,yes,no,no
36_46,technician,divorced,secondary,no,980_max,yes,no,no
47_max,retired,divorced,tertiary,no,175_979,yes,yes,no
47_max,entrepreneur,married,tertiary,no,min_174,yes,yes,no
47_max,blue-collar,married,primary,no,980_max,yes,no,no
0_35,services,single,secondary,no,980_max,no,no,yes
36_46,blue-collar,married,primary,no,min_174,yes,no,no
0_35,admin.,married,secondary,no,min_174,yes,yes,no
0_35,blue-collar,married,secondary,no,980_max,yes,no,no
36_46,technician,divorced,tertiary,no,min_174,no,no,no
47_max,unemployed,single,tertiary,no,980_max,no,no,no
47_max,technician,married,tertiary,no,175_979,yes,yes,no
47_max,services,single,secondary,no,min_174,no,no,no
0_35,blue-collar,married,secondary,no,min_174,yes,no,no
0_35,entrepreneur,single,tertiary,no,min_174,no,no,no
36_46,self-employed,married,tertiary,no,175_979,no,no,yes
36_46,technician,married,tertiary,no,980_max,yes,no,no
0_35,blue-collar,married,secondary,no,min_174,yes,no,no
0_35,management,single,tertiary,no,175_979,yes,yes,no
0_35,management,single,secondary,no,min_174,no,no,no
0_35,technician,married,tertiary,no,980_max,yes,no,no
36_46,technician,married,tertiary,no,980_max,no,no,yes
0_35,blue-collar,married,primary,no,980_max,yes,no,no
0_35,technician,single,tertiary,no,980_max,yes,no,no
0_35,blue-collar,single,secondary,no,min_174,yes,no,no
36_46,management,single,tertiary,no,980_max,no,no,no
0_35,self-employed,married,tertiary,no,980_max,no,no,no
36_46,technician,married,secondary,no,min_174,yes,yes,no
0_35,management,single,tertiary,no,980_max,yes,no,no
47_max,retired,married,secondary,no,175_979,yes,yes,no
36_46,technician,married,secondary,no,min_174,no,no,no
47_max,management,married,tertiary,no,980_max,no,no,no
0_35,management,single,tertiary,no,min_174,yes,yes,yes
0_35,technician,married,tertiary,no,980_max,no,no,no
47_max,blue-collar,married,secondary,no,175_979,yes,no,no
47_max,retired,married,secondary,no,min_174,no,no,no
47_max,self-employed,divorced,tertiary,no,980_max,no,no,yes
0_35,management,divorced,tertiary,yes,175_979,no,yes,no
36_46,blue-collar,divorced,primary,no,980_max,yes,no,no
0_35,self-employed,married,secondary,no,min_174,no,no,no
36_46,blue-collar,divorced,secondary,no,175_979,no,yes,no
0_35,management,single,tertiary,no,175_979,yes,no,yes
47_max,admin.,divorced,unknown,no,175_979,no,no,no
47_max,unknown,married,unknown,no,min_174,no,no,no
47_max,admin.,single,secondary,no,980_max,yes,no,no
36_46,management,married,tertiary,no,980_max,yes,no,yes
0_35,entrepreneur,single,tertiary,no,175_979,yes,yes,no
47_max,self-employed,married,secondary,no,175_979,no,no,yes
47_max,technician,married,tertiary,no,175_979,no,no,no
47_max,management,divorced,tertiary,no,980_max,yes,no,no
0_35,entrepreneur,married,secondary,no,175_979,yes,no,no
47_max,management,married,primary,no,175_979,yes,yes,no
0_35,housemaid,single,tertiary,no,980_max,yes,no,no
0_35,entrepreneur,single,tertiary,no,min_174,no,no,no
47_max,self-employed,divorced,tertiary,no,min_174,yes,no,no
36_46,services,married,secondary,no,980_max,no,yes,no
47_max,retired,married,secondary,no,175_979,no,no,no
47_max,retired,married,primary,no,min_174,yes,no,no
47_max,retired,divorced,primary,no,980_max,yes,no,no
47_max,retired,married,primary,no,min_174,no,no,no
47_max,technician,married,secondary,no,min_174,no,no,no
36_46,management,married,tertiary,no,min_174,yes,no,no
36_46,technician,divorced,secondary,no,175_979,yes,yes,no
0_35,management,single,tertiary,no,min_174,yes,no,yes
36_46,technician,single,tertiary,no,min_174,yes,no,yes
47_max,entrepreneur,married,primary,no,980_max,yes,no,no
47_max,blue-collar,single,secondary,no,175_979,yes,no,no
47_max,technician,married,secondary,no,min_174,no,no,no
0_35,management,married,tertiary,no,min_174,no,no,no
47_max,management,married,primary,no,175_979,no,yes,no
47_max,retired,divorced,secondary,no,min_174,no,no,no
47_max,technician,married,secondary,no,980_max,no,yes,no
36_46,blue-collar,married,secondary,no,980_max,no,no,no
36_46,technician,married,secondary,no,175_979,yes,no,no
0_35,entrepreneur,married,unknown,no,min_174,yes,no,no
0_35,management,married,tertiary,no,980_max,yes,no,no
36_46,unemployed,divorced,secondary,no,980_max,no,no,no
36_46,technician,married,secondary,no,min_174,yes,no,no
47_max,management,single,tertiary,no,min_174,yes,no,no
47_max,blue-collar,married,secondary,no,min_174,no,yes,no
47_max,services,single,secondary,no,min_174,no,no,no
36_46,housemaid,married,primary,no,980_max,no,no,no
0_35,admin.,single,unknown,no,175_979,no,no,no
0_35,technician,married,secondary,no,175_979,no,yes,no
36_46,self-employed,married,secondary,no,980_max,yes,no,no
0_35,technician,single,tertiary,no,980_max,yes,no,no
0_35,services,single,secondary,no,min_174,no,no,yes
47_max,services,married,secondary,no,980_max,yes,no,no
47_max,management,married,tertiary,no,980_max,yes,no,no
36_46,blue-collar,married,primary,no,min_174,yes,no,no
47_max,management,married,primary,no,980_max,no,no,no
0_35,technician,single,tertiary,no,min_174,yes,yes,no
47_max,technician,single,secondary,no,980_max,yes,no,no
0_35,student,single,tertiary,no,980_max,no,yes,no
0_35,blue-collar,single,primary,no,175_979,yes,no,no
47_max,entrepreneur,married,unknown,no,min_174,no,no,no
47_max,management,married,tertiary,no,980_max,no,no,no
47_max,retired,married,secondary,no,min_174,no,yes,no
36_46,self-employed,married,tertiary,no,980_max,yes,no,no
0_35,technician,married,secondary,no,min_174,yes,no,no
36_46,blue-collar,single,secondary,no,175_979,no,yes,no
36_46,entrepreneur,married,tertiary,no,min_174,no,no,no
0_35,services,married,secondary,no,min_174,yes,no,no
36_46,technician,single,tertiary,no,175_979,yes,no,no
0_35,management,divorced,tertiary,no,175_979,no,no,yes
47_max,blue-collar,married,secondary,no,175_979,no,no,no
47_max,retired,married,unknown,no,980_max,no,no,yes
36_46,self-employed,divorced,tertiary,no,980_max,yes,no,yes
0_35,technician,single,tertiary,no,min_174,no,no,no
47_max,retired,married,primary,no,980_max,no,no,no
36_46,blue-collar,married,secondary,no,175_979,yes,no,no
36_46,housemaid,married,primary,no,980_max,no,no,no
47_max,blue-collar,married,primary,no,min_174,no,no,no
36_46,housemaid,divorced,secondary,no,min_174,no,no,no
0_35,technician,single,tertiary,no,min_174,no,no,no
0_35,student,single,secondary,no,980_max,no,no,no
47_max,management,single,tertiary,no,980_max,no,no,no
0_35,admin.,single,secondary,no,min_174,no,no,no
36_46,blue-collar,married,secondary,no,min_174,no,no,no
36_46,management,married,tertiary,no,980_max,no,no,no
36_46,blue-collar,married,secondary,no,175_979,yes,no,no
36_46,blue-collar,married,secondary,no,980_max,yes,yes,no
47_max,entrepreneur,married,tertiary,no,175_979,no,no,no
0_35,technician,single,tertiary,no,min_174,yes,no,no
0_35,management,married,tertiary,no,min_174,no,no,no
0_35,services,married,secondary,no,175_979,yes,yes,no
0_35,technician,single,secondary,no,175_979,no,no,no
0_35,management,married,tertiary,no,980_max,yes,no,no
36_46,management,single,tertiary,no,175_979,yes,no,no
0_35,student,single,unknown,no,980_max,no,no,no
47_max,technician,married,secondary,no,980_max,yes,yes,no
47_max,management,single,tertiary,no,min_174,yes,no,no
36_46,self-employed,single,secondary,no,980_max,yes,no,no
47_max,blue-collar,married,primary,no,980_max,no,yes,no
47_max,management,married,tertiary,no,980_max,no,yes,yes
0_35,admin.,married,secondary,no,980_max,yes,no,no
0_35,admin.,single,secondary,no,min_174,yes,no,no
0_35,services,single,secondary,no,175_979,no,no,no
47_max,technician,divorced,secondary,no,175_979,no,no,no
36_46,technician,married,secondary,no,175_979,no,no,yes
36_46,technician,single,secondary,no,980_max,yes,no,no
47_max,services,married,secondary,no,980_max,no,no,no
47_max,management,married,tertiary,no,980_max,no,no,no
0_35,management,single,secondary,no,980_max,no,no,yes
47_max,services,married,secondary,no,min_174,yes,no,no
47_max,retired,married,primary,no,980_max,no,no,yes
0_35,management,married,tertiary,no,980_max,yes,yes,no
47_max,management,married,secondary,no,min_174,no,yes,no
36_46,technician,single,secondary,no,min_174,yes,yes,no
47_max,blue-collar,married,secondary,no,175_979,yes,no,no
36_46,entrepreneur,married,primary,no,980_max,no,yes,no
36_46,blue-collar,divorced,primary,no,min_174,yes,no,no
47_max,admin.,divorced,primary,no,min_174,no,no,no
47_max,admin.,married,secondary,no,980_max,yes,no,no
0_35,blue-collar,married,primary,no,175_979,yes,no,no
47_max,technician,married,secondary,no,min_174,no,no,no
36_46,blue-collar,married,secondary,no,980_max,yes,no,no
0_35,admin.,single,secondary,no,175_979,yes,no,no
47_max,management,married,tertiary,no,980_max,yes,yes,yes
47_max,admin.,married,secondary,no,175_979,yes,no,no
36_46,blue-collar,married,primary,no,980_max,yes,no,no
36_46,entrepreneur,married,tertiary,no,175_979,no,no,no
47_max,admin.,married,secondary,no,175_979,no,no,no
0_35,blue-collar,single,primary,no,980_max,yes,no,no
0_35,management,single,tertiary,no,980_max,yes,no,no
36_46,technician,single,secondary,no,175_979,yes,no,no
0_35,services,married,secondary,no,min_174,yes,no,no
36_46,management,divorced,secondary,no,175_979,no,no,no
47_max,management,married,primary,no,980_max,yes,no,no
36_46,admin.,single,secondary,no,980_max,yes,no,no
47_max,admin.,married,primary,no,175_979,yes,no,no
47_max,management,married,tertiary,no,980_max,yes,no,no
0_35,blue-collar,single,secondary,no,min_174,yes,yes,no
47_max,technician,married,secondary,no,980_max,yes,no,no
0_35,management,single,tertiary,no,175_979,no,no,no
0_35,unemployed,married,secondary,no,min_174,yes,no,no
0_35,blue-collar,single,primary,no,min_174,yes,yes,no
36_46,management,divorced,tertiary,no,min_174,yes,no,no
0_35,technician,single,secondary,no,min_174,no,no,no
0_35,technician,single,secondary,no,min_174,yes,no,no
0_35,blue-collar,married,primary,no,min_174,yes,no,no
47_max,unknown,married,primary,no,min_174,no,no,no
0_35,blue-collar,married,secondary,no,980_max,yes,no,no
36_46,blue-collar,married,secondary,no,175_979,yes,no,no
36_46,management,married,tertiary,no,175_979,yes,no,no
47_max,blue-collar,married,primary,no,175_979,yes,no,no
0_35,blue-collar,single,secondary,no,min_174,yes,no,no
0_35,student,married,tertiary,yes,min_174,yes,no,no
47_max,management,divorced,tertiary,no,min_174,no,no,no
47_max,blue-collar,married,primary,no,980_max,yes,no,no
36_46,technician,married,secondary,no,175_979,yes,no,no
36_46,blue-collar,divorced,primary,no,175_979,yes,no,no
0_35,management,single,tertiary,no,980_max,yes,no,no
36_46,management,married,tertiary,no,980_max,yes,no,no
0_35,student,single,secondary,no,175_979,no,no,no
47_max,management,divorced,tertiary,no,980_max,no,no,no
0_35,blue-collar,single,secondary,no,175_979,yes,no,yes
0_35,management,single,tertiary,no,min_174,yes,no,no
36_46,services,divorced,secondary,no,175_979,no,no,no
47_max,management,married,secondary,no,min_174,no,no,no
0_35,student,single,unknown,no,980_max,no,no,no
47_max,services,divorced,unknown,no,980_max,yes,no,no
47_max,management,married,tertiary,no,980_max,no,no,no
0_35,blue-collar,single,secondary,no,175_979,yes,no,no
36_46,management,married,secondary,no,175_979,yes,no,no
47_max,housemaid,single,secondary,no,175_979,no,no,no
36_46,management,married,tertiary,no,min_174,yes,no,no
36_46,technician,married,secondary,no,980_max,yes,yes,no
47_max,technician,divorced,unknown,no,175_979,yes,no,no
47_max,blue-collar,married,secondary,no,min_174,yes,yes,no
0_35,technician,single,secondary,no,175_979,yes,no,no
0_35,management,married,tertiary,no,175_979,yes,no,yes
47_max,blue-collar,married,secondary,no,min_174,yes,no,no
36_46,services,divorced,secondary,no,min_174,no,yes,no
47_max,admin.,single,tertiary,no,min_174,yes,no,no
0_35,management,married,secondary,no,175_979,yes,no,no
47_max,technician,married,secondary,no,min_174,yes,no,no
0_35,blue-collar,married,secondary,no,175_979,no,no,no
36_46,technician,married,secondary,no,min_174,yes,no,no
36_46,services,single,secondary,no,min_174,no,no,no
0_35,blue-collar,single,primary,no,980_max,no,no,no
0_35,services,married,secondary,no,min_174,yes,no,no
47_max,management,married,secondary,yes,175_979,no,no,no
0_35,management,single,tertiary,no,min_174,yes,no,no
36_46,self-employed,married,tertiary,no,980_max,no,no,no
