age,job,marital,education,default,balance,housing,loan,contact,y
43_64,entrepreneur,divorced,tertiary,no,0_11587,no,no,unknown,no
0_42,self-employed,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,admin.,single,secondary,no,0_11587,yes,no,cellular,no
0_42,management,married,secondary,no,0_11587,yes,no,cellular,no
43_64,management,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,admin.,divorced,tertiary,no,0_11587,yes,no,unknown,no
0_42,admin.,single,secondary,no,0_11587,yes,no,cellular,no
43_64,technician,single,secondary,no,0_11587,no,no,cellular,no
0_42,management,married,tertiary,no,0_11587,yes,no,telephone,yes
43_64,retired,married,secondary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
0_42,technician,married,secondary,no,0_11587,yes,no,unknown,no
65_max,retired,married,tertiary,no,0_11587,no,no,cellular,no
43_64,admin.,married,secondary,no,0_11587,no,no,cellular,no
0_42,entrepreneur,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,technician,married,secondary,no,0_11587,yes,no,cellular,yes
0_42,admin.,divorced,secondary,no,0_11587,yes,no,cellular,no
0_42,technician,married,secondary,no,0_11587,yes,yes,unknown,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
0_42,self-employed,single,tertiary,no,0_11587,no,no,cellular,yes
0_42,services,single,secondary,no,0_11587,no,yes,cellular,no
0_42,technician,single,secondary,no,0_11587,no,no,cellular,no
43_64,management,divorced,tertiary,no,0_11587,no,no,cellular,no
43_64,unemployed,married,tertiary,no,0_11587,no,no,unknown,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
43_64,management,divorced,tertiary,no,0_11587,no,no,unknown,no
0_42,blue-collar,divorced,secondary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,yes
43_64,housemaid,married,secondary,no,0_11587,no,no,telephone,no
0_42,self-employed,married,secondary,no,0_11587,yes,no,unknown,no
0_42,management,married,tertiary,no,0_11587,yes,no,unknown,no
0_42,management,single,secondary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,single,primary,no,0_11587,yes,no,unknown,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,no
43_64,self-employed,married,secondary,no,0_11587,yes,no,unknown,no
0_42,entrepreneur,married,secondary,yes,0_11587,yes,no,cellular,no
43_64,admin.,married,secondary,no,0_11587,no,no,cellular,yes
0_42,management,married,tertiary,no,0_11587,yes,no,unknown,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,unknown,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
65_max,retired,married,tertiary,no,0_11587,no,no,telephone,yes
0_42,services,married,secondary,no,0_11587,yes,no,unknown,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
0_42,management,single,unknown,no,0_11587,yes,no,unknown,no
43_64,management,single,secondary,no,0_11587,yes,no,telephone,no
0_42,technician,married,secondary,no,0_11587,yes,no,cellular,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,no
43_64,management,married,tertiary,no,0_11587,yes,no,cellular,no
43_64,housemaid,married,primary,no,0_11587,yes,no,unknown,no
43_64,services,divorced,secondary,yes,0_11587,yes,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,unknown,no
43_64,blue-collar,single,primary,no,0_11587,yes,no,unknown,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,married,unknown,no,0_11587,yes,no,unknown,no
0_42,services,divorced,secondary,no,0_11587,yes,no,unknown,no
43_64,admin.,married,secondary,no,0_11587,no,no,telephone,yes
43_64,admin.,married,secondary,no,0_11587,no,no,cellular,yes
43_64,technician,single,secondary,no,0_11587,yes,no,cellular,yes
43_64,management,divorced,tertiary,no,0_11587,yes,no,unknown,no
43_64,housemaid,married,secondary,no,0_11587,yes,no,cellular,no
0_42,technician,single,secondary,no,0_11587,yes,yes,cellular,no
0_42,technician,single,secondary,no,0_11587,no,yes,unknown,no
43_64,management,single,tertiary,no,0_11587,yes,no,cellular,no
0_42,management,single,tertiary,no,11588_26487,no,no,cellular,no
43_64,admin.,married,secondary,no,0_11587,yes,yes,telephone,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,no
0_42,student,single,primary,no,0_11587,no,no,cellular,yes
0_42,management,married,tertiary,no,0_11587,no,no,cellular,no
0_42,unemployed,married,secondary,no,0_11587,yes,no,unknown,no
43_64,self-employed,single,primary,no,0_11587,no,yes,cellular,no
43_64,self-employed,divorced,tertiary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,single,secondary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,single,secondary,no,0_11587,no,no,cellular,yes
0_42,blue-collar,married,secondary,no,0_11587,yes,yes,cellular,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,no
43_64,technician,married,secondary,no,0_11587,yes,no,cellular,yes
43_64,management,divorced,tertiary,no,0_11587,yes,no,unknown,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,no
43_64,unemployed,divorced,primary,no,0_11587,no,no,cellular,no
0_42,technician,married,tertiary,no,0_11587,yes,yes,unknown,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,cellular,yes
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,no
43_64,retired,married,secondary,no,0_11587,no,no,cellular,no
43_64,services,married,secondary,no,0_11587,no,no,unknown,no
43_64,entrepreneur,married,secondary,no,0_11587,no,no,telephone,no
43_64,admin.,divorced,secondary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,no,no,cellular,no
43_64,services,married,secondary,no,0_11587,yes,no,unknown,no
43_64,retired,married,primary,no,0_11587,no,no,unknown,no
0_42,admin.,married,secondary,no,0_11587,yes,no,unknown,no
43_64,unemployed,divorced,secondary,no,0_11587,no,no,cellular,no
43_64,services,married,primary,no,0_11587,yes,no,cellular,no
0_42,management,married,tertiary,no,0_11587,yes,no,telephone,no
0_42,services,single,secondary,no,0_11587,yes,no,cellular,no
43_64,management,married,primary,no,0_11587,yes,no,telephone,no
0_42,admin.,single,secondary,no,0_11587,yes,no,cellular,no
43_64,technician,divorced,secondary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,married,secondary,no,0_11587,no,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,no,no,cellular,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,no
0_42,management,single,secondary,no,0_11587,no,no,cellular,no
0_42,technician,married,tertiary,no,0_11587,no,no,cellular,no
0_42,admin.,married,secondary,no,0_11587,yes,yes,unknown,no
43_64,admin.,single,secondary,no,0_11587,no,no,cellular,yes
0_42,technician,single,unknown,no,0_11587,no,no,cellular,no
0_42,services,married,secondary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
43_64,admin.,married,secondary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,cellular,no
43_64,self-employed,married,secondary,yes,0_11587,no,no,cellular,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,no
0_42,management,single,tertiary,no,11588_26487,no,no,telephone,no
0_42,student,single,secondary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,no,no,unknown,no
0_42,technician,married,secondary,no,0_11587,yes,no,cellular,no
43_64,retired,married,secondary,no,0_11587,no,no,cellular,no
43_64,self-employed,married,tertiary,no,0_11587,yes,no,unknown,no
43_64,technician,single,secondary,no,0_11587,no,no,unknown,no
0_42,admin.,married,secondary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,no,no,cellular,no
43_64,management,single,tertiary,no,0_11587,no,no,cellular,yes
0_42,blue-collar,married,secondary,yes,0_11587,no,yes,cellular,yes
43_64,technician,divorced,secondary,no,0_11587,yes,no,cellular,no
0_42,technician,married,secondary,no,0_11587,yes,no,unknown,no
0_42,student,single,secondary,no,0_11587,no,no,cellular,no
0_42,services,married,secondary,no,0_11587,yes,no,cellular,no
43_64,technician,married,secondary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
0_42,technician,married,secondary,no,0_11587,yes,yes,cellular,no
0_42,self-employed,single,tertiary,no,0_11587,no,no,cellular,no
0_42,management,divorced,tertiary,no,0_11587,yes,no,unknown,no
43_64,unemployed,married,primary,no,0_11587,no,no,cellular,no
0_42,student,single,secondary,no,0_11587,no,no,cellular,no
43_64,entrepreneur,married,unknown,no,0_11587,yes,no,unknown,no
43_64,self-employed,married,secondary,no,0_11587,no,no,cellular,no
43_64,management,married,tertiary,no,0_11587,yes,no,cellular,no
65_max,retired,married,secondary,no,0_11587,no,no,cellular,no
0_42,services,divorced,secondary,no,0_11587,yes,no,cellular,no
43_64,retired,married,unknown,no,0_11587,no,no,cellular,no
43_64,services,married,secondary,no,0_11587,yes,yes,cellular,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,married,secondary,no,0_11587,no,no,cellular,no
0_42,technician,single,tertiary,no,0_11587,no,yes,cellular,no
0_42,management,married,tertiary,no,0_11587,yes,yes,cellular,no
0_42,technician,single,secondary,no,0_11587,no,no,cellular,yes
0_42,admin.,married,secondary,no,0_11587,yes,yes,telephone,no
0_42,management,single,tertiary,no,0_11587,no,no,cellular,no
43_64,technician,married,secondary,no,0_11587,yes,no,cellular,no
43_64,management,divorced,tertiary,no,0_11587,yes,no,cellular,no
0_42,self-employed,single,secondary,no,0_11587,yes,no,cellular,no
0_42,self-employed,married,tertiary,no,0_11587,yes,yes,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
43_64,blue-collar,married,secondary,no,0_11587,no,yes,cellular,no
43_64,self-employed,married,tertiary,no,0_11587,no,no,unknown,no
0_42,technician,married,secondary,no,0_11587,no,yes,cellular,no
0_42,services,married,secondary,no,0_11587,yes,yes,unknown,no
0_42,technician,married,secondary,no,0_11587,no,no,cellular,no
0_42,unemployed,single,tertiary,yes,0_11587,yes,no,cellular,no
0_42,entrepreneur,married,unknown,no,0_11587,no,no,cellular,no
43_64,housemaid,married,primary,no,0_11587,yes,no,cellular,no
0_42,housemaid,married,primary,no,0_11587,no,no,cellular,no
43_64,retired,divorced,unknown,no,0_11587,yes,no,cellular,no
43_64,technician,divorced,secondary,no,0_11587,yes,no,telephone,no
43_64,retired,divorced,tertiary,no,0_11587,yes,yes,cellular,no
43_64,entrepreneur,married,tertiary,no,0_11587,yes,yes,telephone,no
43_64,blue-collar,married,primary,no,11588_26487,yes,no,cellular,no
0_42,services,single,secondary,no,0_11587,no,no,cellular,yes
43_64,blue-collar,married,primary,no,0_11587,yes,no,cellular,no
0_42,admin.,married,secondary,no,0_11587,yes,yes,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
0_42,technician,divorced,tertiary,no,0_11587,no,no,cellular,no
43_64,unemployed,single,tertiary,no,0_11587,no,no,telephone,no
43_64,technician,married,tertiary,no,0_11587,yes,yes,cellular,no
43_64,services,single,secondary,no,0_11587,no,no,unknown,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
0_42,entrepreneur,single,tertiary,no,0_11587,no,no,cellular,no
0_42,self-employed,married,tertiary,no,0_11587,no,no,cellular,yes
0_42,technician,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
0_42,management,single,tertiary,no,0_11587,yes,yes,cellular,no
0_42,management,single,secondary,no,0_11587,no,no,cellular,no
0_42,technician,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,technician,married,tertiary,no,0_11587,no,no,cellular,yes
0_42,blue-collar,married,primary,no,0_11587,yes,no,unknown,no
0_42,technician,single,tertiary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,single,secondary,no,0_11587,yes,no,cellular,no
0_42,management,single,tertiary,no,0_11587,no,no,cellular,no
0_42,self-employed,married,tertiary,no,0_11587,no,no,cellular,no
0_42,technician,married,secondary,no,0_11587,yes,yes,unknown,no
0_42,management,single,tertiary,no,0_11587,yes,no,cellular,no
43_64,retired,married,secondary,no,0_11587,yes,yes,cellular,no
43_64,technician,married,secondary,no,0_11587,no,no,cellular,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,no
0_42,management,single,tertiary,no,0_11587,yes,yes,cellular,yes
0_42,technician,married,tertiary,no,0_11587,no,no,cellular,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
65_max,retired,married,secondary,no,0_11587,no,no,cellular,no
43_64,self-employed,divorced,tertiary,no,0_11587,no,no,unknown,yes
0_42,management,divorced,tertiary,yes,0_11587,no,yes,cellular,no
0_42,blue-collar,divorced,primary,no,0_11587,yes,no,unknown,no
0_42,self-employed,married,secondary,no,0_11587,no,no,cellular,no
0_42,blue-collar,divorced,secondary,no,0_11587,no,yes,cellular,no
0_42,management,single,tertiary,no,0_11587,yes,no,unknown,yes
43_64,admin.,divorced,unknown,no,0_11587,no,no,unknown,no
43_64,unknown,married,unknown,no,0_11587,no,no,unknown,no
43_64,admin.,single,secondary,no,0_11587,yes,no,unknown,no
0_42,management,married,tertiary,no,0_11587,yes,no,unknown,yes
0_42,entrepreneur,single,tertiary,no,0_11587,yes,yes,cellular,no
43_64,self-employed,married,secondary,no,0_11587,no,no,cellular,yes
43_64,technician,married,tertiary,no,0_11587,no,no,cellular,no
43_64,management,divorced,tertiary,no,0_11587,yes,no,telephone,no
0_42,entrepreneur,married,secondary,no,0_11587,yes,no,cellular,no
43_64,management,married,primary,no,0_11587,yes,yes,cellular,no
0_42,housemaid,single,tertiary,no,11588_26487,yes,no,cellular,no
0_42,entrepreneur,single,tertiary,no,0_11587,no,no,cellular,no
43_64,self-employed,divorced,tertiary,no,0_11587,yes,no,unknown,no
43_64,services,married,secondary,no,0_11587,no,yes,cellular,no
43_64,retired,married,secondary,no,0_11587,no,no,cellular,no
43_64,retired,married,primary,no,0_11587,yes,no,unknown,no
43_64,retired,divorced,primary,no,0_11587,yes,no,cellular,no
43_64,retired,married,primary,no,0_11587,no,no,cellular,no
43_64,technician,married,secondary,no,0_11587,no,no,cellular,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,technician,divorced,secondary,no,0_11587,yes,yes,cellular,no
0_42,management,single,tertiary,no,0_11587,yes,no,cellular,yes
0_42,technician,single,tertiary,no,0_11587,yes,no,cellular,yes
43_64,entrepreneur,married,primary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,single,secondary,no,0_11587,yes,no,unknown,no
43_64,technician,married,secondary,no,0_11587,no,no,telephone,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,no
43_64,management,married,primary,no,0_11587,no,yes,cellular,no
43_64,retired,divorced,secondary,no,0_11587,no,no,cellular,no
43_64,technician,married,secondary,no,0_11587,no,yes,telephone,no
0_42,blue-collar,married,secondary,no,0_11587,no,no,unknown,no
43_64,technician,married,secondary,no,0_11587,yes,no,cellular,no
0_42,entrepreneur,married,unknown,no,0_11587,yes,no,cellular,no
0_42,management,married,tertiary,no,0_11587,yes,no,unknown,no
0_42,unemployed,divorced,secondary,no,0_11587,no,no,cellular,no
0_42,technician,married,secondary,no,0_11587,yes,no,cellular,no
43_64,management,single,tertiary,no,0_11587,yes,no,telephone,no
43_64,blue-collar,married,secondary,no,0_11587,no,yes,cellular,no
43_64,services,single,secondary,no,0_11587,no,no,unknown,no
43_64,housemaid,married,primary,no,0_11587,no,no,unknown,no
0_42,admin.,single,unknown,no,0_11587,no,no,cellular,no
0_42,technician,married,secondary,no,0_11587,no,yes,cellular,no
0_42,self-employed,married,secondary,no,0_11587,yes,no,cellular,no
0_42,technician,single,tertiary,no,0_11587,yes,no,cellular,no
0_42,services,single,secondary,no,0_11587,no,no,cellular,yes
43_64,services,married,secondary,no,0_11587,yes,no,cellular,no
43_64,management,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,unknown,no
65_max,management,married,primary,no,0_11587,no,no,telephone,no
0_42,technician,single,tertiary,no,0_11587,yes,yes,unknown,no
43_64,technician,single,secondary,no,0_11587,yes,no,unknown,no
0_42,student,single,tertiary,no,0_11587,no,yes,cellular,no
0_42,blue-collar,single,primary,no,0_11587,yes,no,unknown,no
43_64,entrepreneur,married,unknown,no,0_11587,no,no,cellular,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,no
43_64,retired,married,secondary,no,0_11587,no,yes,cellular,no
0_42,self-employed,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,technician,married,secondary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,single,secondary,no,0_11587,no,yes,unknown,no
0_42,entrepreneur,married,tertiary,no,0_11587,no,no,cellular,no
0_42,services,married,secondary,no,0_11587,yes,no,cellular,no
0_42,technician,single,tertiary,no,0_11587,yes,no,cellular,no
0_42,management,divorced,tertiary,no,0_11587,no,no,cellular,yes
43_64,blue-collar,married,secondary,no,0_11587,no,no,unknown,no
43_64,retired,married,unknown,no,0_11587,no,no,unknown,yes
0_42,self-employed,divorced,tertiary,no,0_11587,yes,no,unknown,yes
0_42,technician,single,tertiary,no,0_11587,no,no,cellular,no
43_64,retired,married,primary,no,0_11587,no,no,unknown,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
43_64,housemaid,married,primary,no,11588_26487,no,no,unknown,no
43_64,blue-collar,married,primary,no,0_11587,no,no,unknown,no
0_42,housemaid,divorced,secondary,no,0_11587,no,no,cellular,no
0_42,technician,single,tertiary,no,0_11587,no,no,cellular,no
0_42,student,single,secondary,no,0_11587,no,no,cellular,no
43_64,management,single,tertiary,no,11588_26487,no,no,cellular,no
